,AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
15770,35.0,1.0,22.0,1.0,40.0,Female,0.0
38135,27.0,1.0,19.0,1.0,20.0,Female,0.0
13780,51.0,1.0,18.0,1.0,40.0,Female,0.0
47233,42.0,2.0,17.0,1.0,21.0,Female,0.0
28902,66.0,1.0,20.0,1.0,17.0,Female,0.0
43055,29.0,2.0,22.0,5.0,40.0,Female,0.0
57853,36.0,6.0,18.0,5.0,35.0,Female,0.0
32115,42.0,1.0,21.0,1.0,24.0,Female,0.0
90772,46.0,2.0,23.0,1.0,40.0,Female,0.0
22358,58.0,1.0,21.0,3.0,24.0,Female,0.0
74028,21.0,2.0,16.0,5.0,20.0,Female,0.0
364,20.0,1.0,18.0,5.0,6.0,Female,0.0
20998,57.0,1.0,19.0,3.0,40.0,Female,0.0
42902,69.0,3.0,21.0,3.0,27.0,Female,0.0
27718,55.0,2.0,21.0,1.0,40.0,Female,0.0
26881,53.0,1.0,19.0,1.0,60.0,Female,0.0
20520,44.0,1.0,16.0,3.0,40.0,Female,0.0
67217,23.0,1.0,21.0,5.0,35.0,Female,0.0
44350,21.0,1.0,19.0,5.0,30.0,Female,0.0
60107,50.0,3.0,19.0,1.0,40.0,Female,0.0
67927,17.0,1.0,14.0,5.0,6.0,Female,0.0
57986,21.0,1.0,19.0,5.0,20.0,Female,0.0
82304,51.0,2.0,19.0,5.0,35.0,Female,0.0
49711,49.0,1.0,22.0,1.0,8.0,Female,0.0
18913,74.0,2.0,23.0,1.0,40.0,Female,0.0
49621,46.0,4.0,19.0,1.0,50.0,Female,0.0
49589,38.0,7.0,22.0,1.0,30.0,Female,0.0
25140,32.0,1.0,14.0,1.0,40.0,Female,0.0
62325,51.0,3.0,22.0,1.0,52.0,Female,0.0
55398,36.0,1.0,17.0,1.0,50.0,Female,0.0
9434,29.0,1.0,19.0,1.0,45.0,Female,0.0
76634,26.0,4.0,20.0,5.0,40.0,Female,0.0
77168,55.0,6.0,16.0,1.0,14.0,Female,0.0
14497,60.0,1.0,19.0,5.0,40.0,Female,0.0
27227,32.0,2.0,21.0,5.0,40.0,Female,0.0
73128,31.0,1.0,21.0,1.0,35.0,Female,0.0
58393,30.0,1.0,19.0,5.0,30.0,Female,0.0
16446,73.0,1.0,16.0,3.0,24.0,Female,0.0
71727,35.0,2.0,19.0,1.0,40.0,Female,0.0
15460,73.0,1.0,20.0,1.0,40.0,Female,0.0
38394,36.0,1.0,19.0,3.0,30.0,Female,0.0
91630,22.0,1.0,16.0,1.0,40.0,Female,0.0
25637,56.0,3.0,16.0,1.0,40.0,Female,0.0
80435,34.0,1.0,17.0,5.0,15.0,Female,0.0
75589,26.0,1.0,21.0,5.0,30.0,Female,0.0
50485,34.0,1.0,22.0,1.0,40.0,Female,0.0
7985,35.0,1.0,15.0,5.0,20.0,Female,0.0
23493,43.0,6.0,9.0,1.0,10.0,Female,0.0
4653,60.0,1.0,20.0,1.0,15.0,Female,0.0
37513,34.0,1.0,19.0,1.0,40.0,Female,0.0
34162,27.0,2.0,17.0,5.0,50.0,Female,0.0
38030,47.0,6.0,12.0,3.0,24.0,Female,0.0
69529,24.0,1.0,18.0,1.0,40.0,Female,0.0
35436,42.0,1.0,21.0,1.0,25.0,Female,0.0
95591,21.0,1.0,19.0,5.0,99.0,Female,0.0
48070,23.0,1.0,22.0,5.0,15.0,Female,0.0
58160,30.0,1.0,16.0,5.0,40.0,Female,0.0
2205,20.0,1.0,16.0,5.0,8.0,Female,0.0
1275,19.0,1.0,19.0,5.0,20.0,Female,0.0
27947,48.0,1.0,19.0,5.0,38.0,Female,0.0
3242,20.0,1.0,19.0,5.0,20.0,Female,0.0
24822,40.0,1.0,18.0,1.0,40.0,Female,0.0
85028,33.0,1.0,19.0,5.0,25.0,Female,0.0
27920,34.0,2.0,21.0,1.0,37.0,Female,0.0
56755,60.0,1.0,16.0,1.0,40.0,Female,0.0
86914,36.0,4.0,22.0,3.0,40.0,Female,0.0
61216,24.0,2.0,21.0,5.0,60.0,Female,0.0
97087,58.0,3.0,16.0,3.0,50.0,Female,0.0
89960,56.0,1.0,16.0,1.0,25.0,Female,0.0
66442,41.0,2.0,20.0,1.0,40.0,Female,0.0
21730,23.0,1.0,21.0,5.0,30.0,Female,0.0
59336,51.0,1.0,20.0,1.0,35.0,Female,0.0
74240,43.0,6.0,16.0,5.0,50.0,Female,0.0
78953,29.0,1.0,21.0,5.0,20.0,Female,0.0
34217,17.0,1.0,14.0,5.0,15.0,Female,0.0
11083,23.0,2.0,22.0,1.0,30.0,Female,0.0
28150,52.0,4.0,16.0,1.0,40.0,Female,0.0
56745,65.0,2.0,20.0,1.0,25.0,Female,0.0
102371,26.0,1.0,21.0,5.0,35.0,Female,0.0
2298,22.0,5.0,19.0,5.0,99.0,Female,0.0
14253,29.0,2.0,21.0,1.0,16.0,Female,0.0
87260,39.0,6.0,19.0,1.0,20.0,Female,0.0
31351,48.0,2.0,21.0,1.0,18.0,Female,0.0
47183,61.0,1.0,16.0,1.0,40.0,Female,0.0
97587,68.0,1.0,16.0,3.0,22.0,Female,0.0
67810,56.0,1.0,16.0,1.0,40.0,Female,0.0
2918,20.0,1.0,19.0,5.0,20.0,Female,0.0
66065,51.0,1.0,13.0,1.0,40.0,Female,0.0
31218,27.0,3.0,21.0,5.0,40.0,Female,0.0
53064,58.0,2.0,21.0,1.0,60.0,Female,0.0
72599,64.0,3.0,18.0,1.0,35.0,Female,0.0
32241,47.0,1.0,10.0,1.0,40.0,Female,0.0
22808,58.0,2.0,17.0,1.0,40.0,Female,0.0
49391,17.0,2.0,12.0,5.0,50.0,Female,0.0
56350,30.0,2.0,21.0,1.0,40.0,Female,0.0
66507,56.0,1.0,16.0,1.0,35.0,Female,0.0
75074,24.0,2.0,18.0,5.0,40.0,Female,0.0
72759,69.0,1.0,20.0,5.0,16.0,Female,0.0
42284,25.0,1.0,21.0,5.0,40.0,Female,0.0
71655,29.0,4.0,22.0,1.0,40.0,Female,0.0
97642,66.0,1.0,19.0,5.0,40.0,Female,0.0
19431,47.0,2.0,21.0,1.0,24.0,Female,0.0
16615,29.0,1.0,21.0,1.0,26.0,Female,0.0
92237,22.0,1.0,16.0,5.0,40.0,Female,0.0
77409,20.0,6.0,12.0,5.0,15.0,Female,0.0
7561,49.0,4.0,22.0,5.0,30.0,Female,0.0
58322,57.0,1.0,20.0,1.0,40.0,Female,0.0
45844,53.0,1.0,16.0,1.0,40.0,Female,0.0
56222,60.0,4.0,16.0,1.0,19.0,Female,0.0
101055,55.0,1.0,16.0,1.0,43.0,Female,0.0
30300,26.0,3.0,21.0,5.0,40.0,Female,0.0
82719,28.0,1.0,16.0,4.0,30.0,Female,0.0
19609,67.0,2.0,12.0,2.0,20.0,Female,0.0
78607,28.0,1.0,17.0,5.0,35.0,Female,0.0
49823,62.0,1.0,18.0,1.0,40.0,Female,0.0
45309,40.0,1.0,20.0,3.0,35.0,Female,0.0
1009,18.0,1.0,18.0,5.0,5.0,Female,0.0
89266,50.0,1.0,13.0,5.0,12.0,Female,0.0
67977,65.0,1.0,19.0,3.0,10.0,Female,0.0
72163,55.0,1.0,14.0,1.0,40.0,Female,0.0
4417,62.0,1.0,21.0,2.0,40.0,Female,0.0
6750,29.0,4.0,21.0,1.0,39.0,Female,0.0
1699,24.0,1.0,21.0,5.0,30.0,Female,0.0
75729,23.0,1.0,16.0,1.0,40.0,Female,0.0
73977,71.0,1.0,23.0,5.0,18.0,Female,0.0
5589,19.0,3.0,19.0,5.0,16.0,Female,0.0
79605,56.0,2.0,18.0,1.0,35.0,Female,0.0
51681,31.0,1.0,21.0,1.0,40.0,Female,0.0
37544,35.0,5.0,19.0,5.0,40.0,Female,0.0
19412,17.0,1.0,14.0,5.0,20.0,Female,0.0
29225,61.0,1.0,16.0,1.0,24.0,Female,0.0
61545,30.0,1.0,19.0,1.0,40.0,Female,0.0
17825,41.0,1.0,20.0,5.0,35.0,Female,0.0
47194,42.0,3.0,17.0,4.0,9.0,Female,0.0
57849,39.0,1.0,15.0,1.0,40.0,Female,0.0
7270,27.0,1.0,17.0,5.0,25.0,Female,0.0
98020,20.0,1.0,16.0,5.0,40.0,Female,0.0
100176,26.0,1.0,20.0,5.0,15.0,Female,0.0
92641,27.0,1.0,21.0,5.0,40.0,Female,0.0
64775,70.0,1.0,16.0,1.0,16.0,Female,0.0
100648,45.0,1.0,20.0,1.0,30.0,Female,0.0
39057,17.0,1.0,14.0,5.0,10.0,Female,0.0
50462,82.0,1.0,22.0,1.0,4.0,Female,0.0
34474,83.0,2.0,16.0,1.0,35.0,Female,0.0
79595,19.0,1.0,16.0,5.0,20.0,Female,0.0
38186,47.0,1.0,20.0,5.0,30.0,Female,0.0
71486,58.0,1.0,15.0,1.0,40.0,Female,0.0
4208,20.0,1.0,16.0,5.0,20.0,Female,0.0
9676,37.0,1.0,23.0,1.0,70.0,Female,0.0
71290,54.0,1.0,21.0,1.0,3.0,Female,0.0
22572,61.0,7.0,22.0,1.0,8.0,Female,0.0
27922,59.0,1.0,1.0,1.0,10.0,Female,0.0
79217,40.0,6.0,20.0,1.0,12.0,Female,0.0
71796,32.0,1.0,16.0,4.0,40.0,Female,0.0
88308,38.0,1.0,19.0,1.0,40.0,Female,0.0
30335,22.0,1.0,19.0,5.0,12.0,Female,0.0
83715,33.0,2.0,16.0,1.0,20.0,Female,0.0
89455,46.0,1.0,15.0,1.0,36.0,Female,0.0
41448,47.0,3.0,16.0,1.0,20.0,Female,0.0
100047,57.0,2.0,16.0,1.0,40.0,Female,0.0
98645,37.0,1.0,20.0,5.0,30.0,Female,0.0
98430,58.0,1.0,19.0,2.0,40.0,Female,0.0
70210,41.0,1.0,19.0,5.0,40.0,Female,0.0
93039,63.0,8.0,20.0,1.0,15.0,Female,0.0
64016,55.0,1.0,19.0,4.0,50.0,Female,0.0
58208,27.0,1.0,20.0,5.0,40.0,Female,0.0
1023,18.0,1.0,16.0,5.0,24.0,Female,0.0
14454,25.0,1.0,21.0,5.0,40.0,Female,0.0
26171,61.0,2.0,19.0,3.0,40.0,Female,0.0
10433,50.0,3.0,21.0,1.0,35.0,Female,0.0
77469,26.0,1.0,16.0,5.0,40.0,Female,0.0
79700,42.0,1.0,17.0,3.0,40.0,Female,0.0
44839,56.0,1.0,15.0,1.0,8.0,Female,0.0
35613,50.0,6.0,21.0,1.0,12.0,Female,0.0
21777,62.0,1.0,20.0,1.0,16.0,Female,0.0
35539,27.0,4.0,21.0,5.0,40.0,Female,0.0
15567,63.0,1.0,19.0,1.0,36.0,Female,0.0
4082,25.0,1.0,21.0,5.0,40.0,Female,0.0
16819,64.0,1.0,20.0,2.0,40.0,Female,0.0
94783,26.0,1.0,20.0,5.0,40.0,Female,0.0
25334,31.0,3.0,20.0,1.0,40.0,Female,0.0
6876,48.0,1.0,20.0,1.0,32.0,Female,0.0
76338,23.0,3.0,21.0,5.0,40.0,Female,0.0
20972,26.0,1.0,21.0,1.0,35.0,Female,0.0
4574,32.0,5.0,16.0,1.0,20.0,Female,0.0
24798,26.0,1.0,21.0,5.0,10.0,Female,0.0
77069,48.0,1.0,16.0,1.0,40.0,Female,0.0
85547,49.0,1.0,16.0,3.0,40.0,Female,0.0
61328,58.0,1.0,16.0,3.0,44.0,Female,0.0
39957,42.0,1.0,16.0,1.0,40.0,Female,0.0
52445,49.0,1.0,19.0,1.0,40.0,Female,0.0
20969,61.0,1.0,16.0,1.0,24.0,Female,0.0
57749,40.0,3.0,21.0,5.0,20.0,Female,0.0
34435,28.0,1.0,16.0,5.0,40.0,Female,0.0
68989,54.0,1.0,19.0,1.0,45.0,Female,0.0
102382,59.0,1.0,15.0,4.0,40.0,Female,0.0
10619,28.0,2.0,21.0,5.0,39.0,Female,0.0
46827,45.0,1.0,16.0,1.0,35.0,Female,0.0
100969,26.0,2.0,21.0,5.0,40.0,Female,0.0
53800,18.0,1.0,18.0,5.0,15.0,Female,0.0
15631,32.0,1.0,16.0,1.0,20.0,Female,0.0
62204,43.0,6.0,21.0,1.0,20.0,Female,0.0
183,18.0,6.0,16.0,5.0,5.0,Female,0.0
41879,30.0,1.0,18.0,1.0,40.0,Female,0.0
20873,43.0,2.0,16.0,3.0,40.0,Female,0.0
59564,62.0,1.0,19.0,1.0,40.0,Female,0.0
12478,47.0,2.0,16.0,1.0,25.0,Female,0.0
39020,52.0,1.0,17.0,4.0,37.0,Female,0.0
79304,27.0,1.0,20.0,1.0,40.0,Female,0.0
296,19.0,1.0,19.0,5.0,30.0,Female,0.0
23039,23.0,1.0,16.0,5.0,25.0,Female,0.0
100628,63.0,1.0,16.0,1.0,11.0,Female,0.0
22200,70.0,1.0,18.0,1.0,20.0,Female,0.0
34556,74.0,3.0,20.0,1.0,4.0,Female,0.0
8888,35.0,1.0,23.0,1.0,30.0,Female,0.0
23677,47.0,6.0,21.0,1.0,40.0,Female,0.0
53280,71.0,7.0,21.0,1.0,15.0,Female,0.0
17570,39.0,1.0,19.0,1.0,35.0,Female,0.0
65022,41.0,1.0,22.0,5.0,28.0,Female,0.0
716,19.0,3.0,16.0,5.0,36.0,Female,0.0
12092,65.0,2.0,15.0,1.0,5.0,Female,0.0
28487,37.0,2.0,21.0,5.0,70.0,Female,0.0
31049,21.0,1.0,19.0,5.0,24.0,Female,0.0
10782,30.0,6.0,17.0,5.0,30.0,Female,0.0
86158,35.0,4.0,20.0,5.0,38.0,Female,0.0
71041,54.0,2.0,16.0,3.0,32.0,Female,0.0
2435,28.0,1.0,18.0,5.0,20.0,Female,0.0
92241,50.0,1.0,16.0,1.0,40.0,Female,0.0
73756,72.0,1.0,16.0,1.0,35.0,Female,0.0
13684,30.0,4.0,22.0,1.0,40.0,Female,0.0
51382,24.0,1.0,21.0,5.0,40.0,Female,0.0
32606,42.0,7.0,16.0,1.0,40.0,Female,0.0
92965,40.0,1.0,24.0,5.0,40.0,Female,0.0
71560,57.0,3.0,19.0,5.0,35.0,Female,0.0
4446,29.0,4.0,22.0,1.0,20.0,Female,0.0
83241,54.0,1.0,16.0,1.0,40.0,Female,0.0
78284,54.0,3.0,16.0,1.0,45.0,Female,0.0
80930,26.0,3.0,21.0,5.0,39.0,Female,0.0
97514,23.0,1.0,19.0,5.0,50.0,Female,0.0
53335,30.0,1.0,23.0,5.0,40.0,Female,0.0
62493,52.0,7.0,19.0,1.0,40.0,Female,0.0
30710,81.0,7.0,19.0,2.0,30.0,Female,0.0
64012,25.0,2.0,23.0,5.0,40.0,Female,0.0
92627,49.0,1.0,22.0,5.0,40.0,Female,0.0
11331,58.0,1.0,17.0,1.0,40.0,Female,0.0
94194,47.0,3.0,8.0,5.0,5.0,Female,0.0
21167,60.0,1.0,20.0,1.0,40.0,Female,0.0
44558,27.0,1.0,20.0,5.0,40.0,Female,0.0
37826,57.0,1.0,21.0,1.0,24.0,Female,0.0
90804,35.0,1.0,12.0,1.0,15.0,Female,0.0
22101,32.0,3.0,22.0,1.0,38.0,Female,0.0
17636,46.0,6.0,12.0,4.0,40.0,Female,0.0
12786,66.0,7.0,20.0,1.0,40.0,Female,0.0
20773,23.0,1.0,19.0,5.0,50.0,Female,0.0
88135,35.0,1.0,18.0,1.0,20.0,Female,0.0
49764,56.0,1.0,18.0,5.0,40.0,Female,0.0
59554,58.0,1.0,1.0,1.0,40.0,Female,0.0
4502,35.0,2.0,17.0,5.0,9.0,Female,0.0
49845,21.0,1.0,16.0,5.0,20.0,Female,0.0
99864,40.0,1.0,21.0,1.0,45.0,Female,0.0
18228,44.0,1.0,21.0,1.0,20.0,Female,0.0
94292,68.0,8.0,16.0,2.0,13.0,Female,0.0
42999,23.0,1.0,19.0,1.0,24.0,Female,0.0
587,18.0,1.0,16.0,5.0,25.0,Female,0.0
34388,48.0,6.0,16.0,1.0,20.0,Female,0.0
68281,21.0,6.0,18.0,5.0,26.0,Female,0.0
88660,21.0,1.0,17.0,5.0,40.0,Female,0.0
47357,31.0,1.0,20.0,1.0,52.0,Female,0.0
9035,57.0,2.0,16.0,1.0,31.0,Female,0.0
80560,51.0,1.0,16.0,1.0,40.0,Female,0.0
97085,52.0,7.0,21.0,1.0,40.0,Female,0.0
51044,52.0,1.0,16.0,1.0,30.0,Female,0.0
1935,21.0,2.0,19.0,5.0,10.0,Female,0.0
28429,53.0,3.0,16.0,1.0,15.0,Female,0.0
60004,51.0,1.0,18.0,3.0,20.0,Female,0.0
42810,43.0,6.0,16.0,1.0,20.0,Female,0.0
31082,39.0,1.0,21.0,1.0,42.0,Female,0.0
2822,20.0,1.0,19.0,5.0,12.0,Female,0.0
7006,61.0,6.0,20.0,1.0,16.0,Female,0.0
76031,35.0,1.0,21.0,5.0,40.0,Female,0.0
18661,58.0,4.0,20.0,3.0,35.0,Female,0.0
68552,40.0,1.0,16.0,1.0,35.0,Female,0.0
24136,68.0,1.0,20.0,3.0,25.0,Female,0.0
27828,24.0,1.0,21.0,5.0,6.0,Female,0.0
74426,41.0,1.0,21.0,5.0,8.0,Female,0.0
72301,32.0,1.0,20.0,1.0,25.0,Female,0.0
94850,60.0,2.0,16.0,2.0,30.0,Female,0.0
64075,54.0,3.0,1.0,3.0,35.0,Female,0.0
66110,28.0,4.0,21.0,1.0,40.0,Female,0.0
43418,20.0,1.0,16.0,5.0,33.0,Female,0.0
5031,30.0,1.0,14.0,5.0,38.0,Female,0.0
78741,23.0,1.0,21.0,5.0,40.0,Female,0.0
47096,60.0,1.0,19.0,1.0,20.0,Female,0.0
87205,65.0,1.0,22.0,1.0,30.0,Female,0.0
71217,63.0,1.0,16.0,1.0,40.0,Female,0.0
49127,27.0,1.0,1.0,5.0,28.0,Female,0.0
68817,54.0,1.0,21.0,3.0,40.0,Female,0.0
56915,66.0,4.0,21.0,1.0,20.0,Female,0.0
61744,43.0,4.0,20.0,1.0,36.0,Female,0.0
24840,33.0,1.0,20.0,1.0,32.0,Female,0.0
63480,68.0,1.0,19.0,1.0,15.0,Female,0.0
20239,22.0,1.0,20.0,5.0,15.0,Female,0.0
43466,36.0,4.0,19.0,1.0,32.0,Female,0.0
69465,59.0,1.0,16.0,1.0,20.0,Female,0.0
100029,63.0,3.0,21.0,1.0,25.0,Female,0.0
95920,51.0,1.0,21.0,1.0,21.0,Female,0.0
67455,50.0,1.0,21.0,5.0,45.0,Female,0.0
83481,39.0,1.0,17.0,2.0,40.0,Female,0.0
19836,26.0,1.0,21.0,5.0,42.0,Female,0.0
94326,50.0,1.0,6.0,3.0,20.0,Female,0.0
16475,32.0,2.0,20.0,5.0,35.0,Female,0.0
55117,24.0,1.0,21.0,5.0,25.0,Female,0.0
66269,56.0,3.0,17.0,1.0,40.0,Female,0.0
75577,45.0,1.0,20.0,1.0,40.0,Female,0.0
28326,44.0,1.0,15.0,1.0,40.0,Female,0.0
121,18.0,1.0,16.0,5.0,40.0,Female,0.0
18205,23.0,1.0,16.0,5.0,30.0,Female,0.0
85789,29.0,3.0,21.0,5.0,35.0,Female,0.0
99287,56.0,1.0,21.0,3.0,40.0,Female,0.0
22336,51.0,1.0,20.0,1.0,35.0,Female,0.0
17513,57.0,6.0,16.0,1.0,16.0,Female,0.0
78301,43.0,1.0,19.0,3.0,38.0,Female,0.0
99968,27.0,1.0,17.0,5.0,70.0,Female,0.0
79494,31.0,1.0,18.0,5.0,40.0,Female,0.0
39435,66.0,1.0,16.0,1.0,50.0,Female,0.0
81848,31.0,1.0,21.0,5.0,60.0,Female,0.0
67337,48.0,2.0,20.0,1.0,40.0,Female,0.0
18784,24.0,8.0,21.0,5.0,30.0,Female,0.0
38814,45.0,1.0,16.0,4.0,40.0,Female,0.0
34570,48.0,6.0,11.0,3.0,20.0,Female,0.0
18369,41.0,1.0,16.0,5.0,40.0,Female,0.0
77532,54.0,1.0,21.0,1.0,40.0,Female,0.0
90355,27.0,1.0,20.0,5.0,35.0,Female,0.0
99578,51.0,2.0,21.0,3.0,35.0,Female,0.0
80446,63.0,1.0,19.0,1.0,50.0,Female,0.0
96689,67.0,3.0,22.0,1.0,12.0,Female,0.0
66345,38.0,4.0,16.0,1.0,10.0,Female,0.0
39170,44.0,1.0,22.0,3.0,40.0,Female,0.0
21365,27.0,1.0,19.0,5.0,7.0,Female,0.0
81572,34.0,1.0,20.0,1.0,24.0,Female,0.0
82394,31.0,1.0,22.0,1.0,40.0,Female,0.0
52771,34.0,1.0,20.0,5.0,36.0,Female,0.0
9654,53.0,2.0,17.0,5.0,19.0,Female,0.0
8294,30.0,1.0,19.0,1.0,35.0,Female,0.0
20061,59.0,1.0,16.0,1.0,56.0,Female,0.0
39081,50.0,2.0,20.0,1.0,24.0,Female,0.0
705,60.0,1.0,16.0,5.0,4.0,Female,0.0
44469,37.0,1.0,19.0,1.0,65.0,Female,0.0
51303,67.0,6.0,18.0,1.0,30.0,Female,0.0
5901,20.0,1.0,18.0,5.0,30.0,Female,0.0
3718,19.0,1.0,19.0,5.0,5.0,Female,0.0
68518,23.0,1.0,21.0,5.0,40.0,Female,0.0
1575,20.0,1.0,19.0,5.0,35.0,Female,0.0
94131,41.0,1.0,19.0,5.0,30.0,Female,0.0
65706,49.0,1.0,16.0,3.0,25.0,Female,0.0
72277,34.0,1.0,9.0,1.0,50.0,Female,0.0
1161,20.0,1.0,16.0,5.0,5.0,Female,0.0
98066,59.0,1.0,14.0,3.0,22.0,Female,0.0
82584,21.0,1.0,16.0,5.0,15.0,Female,0.0
8,18.0,1.0,19.0,5.0,15.0,Female,0.0
25912,24.0,1.0,19.0,1.0,40.0,Female,0.0
22994,38.0,7.0,13.0,5.0,8.0,Female,0.0
85559,41.0,1.0,17.0,1.0,25.0,Female,0.0
84628,70.0,1.0,19.0,3.0,7.0,Female,0.0
57220,33.0,1.0,19.0,1.0,36.0,Female,0.0
38706,49.0,1.0,21.0,3.0,24.0,Female,0.0
24628,26.0,1.0,21.0,1.0,36.0,Female,0.0
31259,21.0,1.0,20.0,5.0,20.0,Female,0.0
99032,46.0,1.0,18.0,1.0,30.0,Female,0.0
56473,32.0,2.0,16.0,5.0,40.0,Female,0.0
29268,25.0,1.0,24.0,5.0,17.0,Female,0.0
5338,22.0,5.0,20.0,5.0,70.0,Female,0.0
42919,67.0,1.0,16.0,2.0,36.0,Female,0.0
30667,71.0,1.0,17.0,1.0,38.0,Female,0.0
2160,21.0,2.0,19.0,5.0,10.0,Female,0.0
29050,40.0,2.0,22.0,1.0,40.0,Female,0.0
79711,17.0,1.0,14.0,5.0,45.0,Female,0.0
38459,50.0,6.0,18.0,1.0,40.0,Female,0.0
6836,25.0,1.0,21.0,5.0,40.0,Female,0.0
19677,27.0,1.0,16.0,5.0,35.0,Female,0.0
14639,69.0,3.0,21.0,1.0,7.0,Female,0.0
27750,17.0,1.0,14.0,5.0,15.0,Female,0.0
45796,24.0,2.0,22.0,5.0,70.0,Female,0.0
20562,56.0,1.0,21.0,3.0,40.0,Female,0.0
35367,28.0,2.0,22.0,1.0,37.0,Female,0.0
332,21.0,1.0,20.0,5.0,18.0,Female,0.0
46534,73.0,1.0,20.0,1.0,35.0,Female,0.0
44245,43.0,1.0,22.0,1.0,45.0,Female,0.0
29230,48.0,1.0,21.0,5.0,40.0,Female,0.0
79093,36.0,6.0,21.0,5.0,30.0,Female,0.0
30992,43.0,2.0,18.0,1.0,7.0,Female,0.0
95548,45.0,1.0,20.0,1.0,40.0,Female,0.0
11673,30.0,1.0,20.0,5.0,40.0,Female,0.0
92227,29.0,1.0,21.0,1.0,40.0,Female,0.0
10284,21.0,1.0,19.0,5.0,10.0,Female,0.0
69966,37.0,6.0,23.0,1.0,10.0,Female,0.0
31594,23.0,1.0,19.0,5.0,30.0,Female,0.0
85419,25.0,1.0,22.0,5.0,40.0,Female,0.0
81697,21.0,1.0,19.0,5.0,10.0,Female,0.0
93296,30.0,1.0,22.0,1.0,35.0,Female,0.0
2060,19.0,3.0,16.0,5.0,4.0,Female,0.0
101654,67.0,8.0,18.0,1.0,12.0,Female,0.0
101911,64.0,3.0,16.0,1.0,35.0,Female,0.0
66091,39.0,1.0,18.0,1.0,14.0,Female,0.0
45764,39.0,2.0,21.0,3.0,40.0,Female,0.0
96842,60.0,1.0,20.0,3.0,40.0,Female,0.0
57169,54.0,3.0,21.0,5.0,40.0,Female,0.0
62008,59.0,1.0,1.0,1.0,36.0,Female,0.0
43141,19.0,1.0,19.0,5.0,30.0,Female,0.0
81690,45.0,1.0,21.0,5.0,40.0,Female,0.0
97710,32.0,1.0,21.0,1.0,40.0,Female,0.0
95981,57.0,3.0,20.0,1.0,35.0,Female,0.0
49249,24.0,1.0,16.0,5.0,30.0,Female,0.0
80164,31.0,7.0,21.0,5.0,40.0,Female,0.0
60263,34.0,1.0,16.0,1.0,32.0,Female,0.0
74258,27.0,6.0,22.0,5.0,18.0,Female,0.0
34843,26.0,1.0,19.0,5.0,40.0,Female,0.0
10020,27.0,1.0,10.0,1.0,52.0,Female,0.0
58230,58.0,1.0,21.0,3.0,40.0,Female,0.0
23219,25.0,1.0,16.0,5.0,37.0,Female,0.0
50223,65.0,1.0,16.0,1.0,36.0,Female,0.0
79529,19.0,1.0,16.0,5.0,20.0,Female,0.0
101015,21.0,1.0,16.0,5.0,20.0,Female,0.0
59943,62.0,1.0,22.0,1.0,4.0,Female,0.0
5200,19.0,3.0,18.0,1.0,30.0,Female,0.0
15659,62.0,1.0,19.0,1.0,40.0,Female,0.0
65188,36.0,1.0,19.0,1.0,40.0,Female,0.0
67642,46.0,1.0,21.0,3.0,45.0,Female,0.0
21465,66.0,1.0,18.0,5.0,36.0,Female,0.0
67110,33.0,2.0,16.0,1.0,20.0,Female,0.0
53831,52.0,3.0,21.0,3.0,30.0,Female,0.0
44408,18.0,1.0,15.0,5.0,15.0,Female,0.0
48108,44.0,1.0,16.0,1.0,40.0,Female,0.0
98804,44.0,6.0,18.0,3.0,72.0,Female,0.0
343,21.0,2.0,19.0,5.0,17.0,Female,0.0
13112,68.0,1.0,22.0,3.0,3.0,Female,0.0
4915,34.0,1.0,13.0,1.0,40.0,Female,0.0
16468,53.0,1.0,22.0,1.0,30.0,Female,0.0
80037,68.0,1.0,20.0,1.0,32.0,Female,0.0
54031,53.0,1.0,20.0,1.0,35.0,Female,0.0
41309,56.0,1.0,19.0,5.0,38.0,Female,0.0
37745,21.0,1.0,19.0,5.0,28.0,Female,0.0
7501,31.0,1.0,19.0,5.0,40.0,Female,0.0
24324,61.0,1.0,13.0,1.0,40.0,Female,0.0
84021,42.0,1.0,19.0,1.0,25.0,Female,0.0
27456,76.0,1.0,13.0,1.0,36.0,Female,0.0
96080,51.0,3.0,22.0,3.0,40.0,Female,0.0
90521,48.0,6.0,16.0,1.0,20.0,Female,0.0
40475,29.0,1.0,12.0,1.0,36.0,Female,0.0
55447,57.0,1.0,16.0,1.0,40.0,Female,0.0
45545,54.0,4.0,16.0,1.0,30.0,Female,0.0
8522,53.0,1.0,21.0,1.0,20.0,Female,0.0
40617,48.0,1.0,19.0,3.0,40.0,Female,0.0
83118,40.0,1.0,13.0,3.0,30.0,Female,0.0
96090,31.0,1.0,16.0,5.0,40.0,Female,0.0
18225,31.0,1.0,21.0,5.0,35.0,Female,0.0
88527,24.0,1.0,19.0,5.0,40.0,Female,0.0
12099,50.0,1.0,11.0,1.0,32.0,Female,0.0
58705,32.0,1.0,19.0,1.0,40.0,Female,0.0
73316,59.0,3.0,20.0,3.0,35.0,Female,0.0
60435,37.0,6.0,23.0,1.0,32.0,Female,0.0
55203,56.0,7.0,21.0,1.0,20.0,Female,0.0
84688,23.0,1.0,19.0,5.0,15.0,Female,0.0
97825,42.0,1.0,16.0,5.0,40.0,Female,0.0
33104,47.0,1.0,20.0,1.0,36.0,Female,0.0
