AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
57,6,1,2,15,0,0
38,4,11,2,50,0,1
48,4,0,0,38,1,0
34,4,15,0,34,1,0
46,1,15,0,40,0,0
30,4,11,4,38,0,0
45,7,12,0,50,0,0
32,6,9,2,50,0,1
35,4,11,4,48,0,0
62,4,15,4,39,1,1
56,0,11,2,40,0,0
50,4,8,2,40,0,0
25,4,9,4,40,0,0
41,4,15,4,33,0,0
35,4,11,4,27,1,0
33,4,15,2,41,0,1
38,4,7,2,40,1,1
37,7,9,4,40,0,0
56,4,11,2,40,0,1
19,4,5,4,32,0,0
31,4,6,2,40,1,0
53,2,11,0,40,0,1
33,4,11,5,35,0,0
72,4,3,0,40,0,0
54,4,11,2,50,0,1
30,4,9,4,40,1,0
51,4,10,4,40,0,1
30,4,11,2,50,0,1
30,4,9,4,50,0,0
32,4,15,2,16,0,0
30,4,15,4,50,0,1
35,4,12,2,40,0,0
40,4,15,0,44,1,1
38,7,9,0,40,1,0
19,4,0,4,30,1,0
32,4,15,4,44,0,0
49,4,12,3,40,1,0
76,0,9,2,10,0,0
60,4,9,2,35,0,0
60,4,6,2,40,0,0
55,4,10,2,80,0,1
41,4,9,0,30,1,0
24,4,11,4,40,0,0
53,4,12,2,60,0,1
69,7,15,6,38,1,0
71,0,15,2,30,0,0
41,4,11,2,40,1,1
32,4,11,4,40,1,0
45,4,1,2,40,0,0
59,4,9,0,40,0,0
31,4,11,4,35,1,0
40,4,11,5,37,1,0
44,4,8,2,40,0,1
63,4,15,0,60,1,0
31,2,15,2,56,0,1
51,4,9,4,20,0,0
51,4,1,2,40,0,0
23,4,11,4,40,0,0
49,4,5,2,48,0,0
56,4,11,2,45,0,0
39,4,11,2,40,0,1
39,6,14,2,50,0,1
30,6,11,0,40,1,0
43,6,9,2,50,0,0
31,4,15,4,50,0,0
44,2,12,2,35,0,0
43,6,14,2,30,0,1
37,1,10,2,72,0,1
41,4,15,2,46,0,1
43,4,11,2,40,0,1
47,7,15,2,40,0,1
38,6,14,4,45,0,1
46,4,8,2,40,0,0
19,7,15,4,40,1,0
19,4,4,4,50,0,0
24,4,9,2,45,0,1
39,5,15,2,65,0,0
37,4,8,0,30,1,0
28,0,9,4,40,1,0
40,4,11,0,40,0,0
27,4,7,4,40,1,0
22,4,11,4,40,1,0
21,4,15,4,12,0,0
32,4,11,2,40,1,0
20,4,11,5,40,0,0
45,4,12,0,48,0,1
46,2,14,2,40,0,1
46,4,8,0,45,1,0
26,4,15,4,44,0,0
47,6,9,2,60,0,0
22,4,15,4,10,1,0
34,6,11,2,60,0,0
49,4,3,2,40,0,0
20,4,15,4,25,0,0
28,4,11,2,45,0,0
30,4,1,2,40,0,0
23,4,11,2,40,0,0
20,4,6,4,40,0,0
31,4,15,2,55,0,0
46,4,3,4,40,0,0
42,4,11,5,40,1,0
60,6,5,2,40,0,0
30,4,9,4,50,0,0
27,4,15,2,48,0,0
20,4,6,4,32,1,0
56,6,9,2,40,0,1
41,4,15,2,60,0,1
61,4,11,2,40,0,0
47,4,11,0,40,1,1
60,4,6,2,37,0,0
33,4,6,2,50,0,0
40,0,15,2,25,1,0
48,4,9,2,45,0,1
56,4,11,2,40,0,1
50,4,8,2,55,0,1
57,6,12,2,40,0,1
20,4,15,4,40,1,0
46,4,8,0,36,1,0
21,4,15,4,40,1,0
37,4,11,2,40,0,0
42,4,15,2,40,0,0
20,4,11,4,30,1,0
54,4,10,2,50,0,1
32,2,11,2,22,1,0
62,0,15,2,1,1,0
50,4,15,2,40,0,1
49,1,15,4,40,1,0
48,4,7,2,50,0,0
24,4,15,4,40,1,0
46,4,12,2,40,0,1
42,4,11,0,40,1,0
52,5,15,2,40,0,0
58,2,7,6,40,1,0
37,4,15,0,40,1,0
34,4,11,2,40,0,0
26,4,15,2,40,0,0
18,4,15,4,20,1,0
33,4,15,4,40,0,0
41,4,15,0,15,1,0
21,4,7,4,20,1,0
23,4,8,4,40,1,0
26,1,15,4,40,1,0
33,4,9,2,40,1,0
24,4,15,4,45,1,0
43,4,0,2,42,0,0
52,7,11,0,40,1,0
27,0,15,0,40,1,0
61,4,5,0,40,1,0
35,4,11,2,40,0,0
35,4,11,2,40,0,1
45,5,11,2,55,0,1
43,2,11,2,40,0,1
51,4,11,2,40,0,1
35,4,9,2,40,0,0
47,1,9,2,45,0,1
22,4,15,4,40,0,0
49,5,8,2,60,0,1
20,4,11,4,20,0,0
19,4,0,0,40,1,0
27,4,11,4,40,0,0
42,4,7,0,45,1,0
27,0,15,0,40,0,0
23,6,15,4,35,0,0
20,4,15,4,10,1,0
47,4,11,2,50,0,0
17,4,2,4,18,0,0
76,0,0,2,1,0,0
39,4,15,0,40,1,0
25,4,6,2,40,0,0
31,4,8,2,43,1,0
44,4,11,0,20,0,0
53,4,8,2,40,0,1
34,4,15,5,45,0,0
45,6,15,2,60,0,0
34,4,11,2,45,0,0
35,4,12,2,40,0,1
36,4,15,4,48,0,0
45,4,15,6,45,1,0
37,6,15,2,60,0,0
53,4,7,2,40,0,1
35,4,12,2,50,1,1
38,6,11,2,70,0,0
65,5,15,2,40,0,0
49,6,0,0,70,0,0
24,4,11,4,40,0,0
54,4,15,2,40,0,0
17,4,0,4,12,1,0
19,4,2,4,16,0,0
60,4,11,6,40,1,0
46,4,9,2,35,0,1
78,0,12,6,15,1,0
26,4,15,4,40,1,0
58,4,3,2,38,0,0
37,6,11,0,55,0,0
41,4,12,2,38,0,1
30,4,9,0,40,0,0
19,4,15,4,30,1,0
48,4,9,2,60,0,1
22,4,15,4,24,1,0
50,4,12,3,60,0,0
25,4,3,4,40,1,0
18,4,0,4,6,0,0
21,4,11,4,40,0,0
47,4,15,2,50,0,0
33,4,11,4,36,1,0
39,4,11,0,40,0,0
67,6,9,2,8,0,1
19,4,15,4,24,0,0
18,4,0,4,11,0,0
36,4,11,4,40,0,0
23,4,15,4,25,0,0
25,0,15,5,20,1,0
40,4,15,2,40,0,0
73,6,11,2,40,0,0
35,4,15,2,40,0,0
31,4,7,2,40,0,1
20,4,0,4,40,0,0
20,4,11,4,40,1,0
27,4,11,2,40,0,0
66,5,0,2,30,0,0
66,4,12,2,50,0,0
64,4,12,4,35,1,0
48,4,15,0,53,0,0
24,4,9,4,40,1,0
51,6,11,2,60,0,0
25,4,9,2,60,0,1
33,4,1,5,20,1,0
50,4,11,2,50,0,0
51,4,5,3,50,0,0
34,7,9,2,38,0,1
41,2,5,4,40,1,0
30,6,15,2,40,0,0
59,4,15,0,40,0,0
41,6,15,2,40,0,1
36,6,12,4,45,0,1
37,4,3,2,85,0,0
28,4,11,4,30,0,0
19,4,11,4,40,0,0
28,4,15,2,45,0,0
62,4,0,2,40,0,0
36,4,12,2,45,0,1
58,6,0,4,40,0,0
42,5,11,0,50,0,0
43,5,11,2,40,0,0
29,4,11,2,40,0,0
32,7,11,4,50,0,0
64,2,6,4,40,0,0
39,4,9,2,20,1,1
26,4,9,4,20,1,0
19,4,11,4,30,0,0
21,4,11,4,45,1,0
32,4,15,4,40,1,0
30,2,7,2,45,0,0
26,4,9,4,50,1,0
20,4,15,4,15,1,0
19,4,15,4,30,0,0
33,1,9,2,42,0,1
23,4,15,2,40,0,0
29,4,11,2,45,0,0
42,4,11,2,40,1,0
30,6,11,2,50,0,0
63,4,11,2,20,1,0
34,4,11,2,40,0,0
60,6,15,2,24,0,0
48,4,11,2,50,0,0
25,4,9,4,50,0,0
27,4,8,2,40,1,0
55,6,11,0,55,0,1
32,4,15,4,40,1,0
22,4,15,4,25,0,0
25,4,11,4,50,0,0
18,4,1,4,16,1,0
24,2,15,2,44,1,0
29,4,9,4,40,1,0
73,0,1,2,3,0,0
39,4,11,2,40,0,1
33,5,12,2,40,0,0
57,4,11,0,40,1,1
22,4,0,5,40,1,0
33,0,11,5,20,1,0
33,4,11,2,60,0,0
42,4,11,2,40,0,0
43,4,9,5,45,0,0
57,6,15,2,38,0,1
42,4,12,0,40,0,0
22,4,15,4,30,0,0
21,0,15,4,35,1,0
42,6,9,2,50,0,1
39,4,15,2,55,0,0
41,4,15,2,32,1,1
20,2,11,4,40,0,0
47,4,15,2,40,0,0
44,4,15,0,40,1,0
29,4,9,4,40,1,0
52,4,15,3,16,1,1
71,4,15,6,35,0,1
52,4,11,4,55,0,0
36,4,11,2,40,0,0
53,4,15,0,48,0,1
37,4,11,2,30,1,1
26,4,0,4,40,0,0
34,4,9,2,55,0,1
35,4,9,4,50,0,1
20,4,6,4,40,1,0
34,2,15,2,40,0,0
56,6,9,2,60,0,0
39,4,9,2,36,1,1
24,4,15,4,20,1,0
24,4,1,0,35,1,0
23,4,9,4,50,0,0
27,4,9,4,45,0,0
25,4,11,4,40,1,0
29,4,15,4,40,1,0
42,4,15,2,37,1,1
51,4,11,2,40,0,0
31,4,8,2,40,0,0
59,4,3,2,40,0,0
29,4,11,2,40,1,0
18,4,11,4,20,1,0
24,4,11,2,36,1,0
38,7,15,5,40,0,0
36,4,11,4,28,1,0
34,6,11,5,50,0,0
42,6,9,2,70,0,1
45,6,2,0,35,0,0
21,4,8,4,40,0,0
64,5,10,2,60,0,1
32,4,11,4,40,0,0
45,4,9,4,40,0,1
53,4,4,2,40,0,0
42,4,11,2,16,0,0
32,4,11,0,40,1,0
49,4,11,2,40,0,0
62,4,4,2,24,0,0
28,4,9,2,45,0,0
29,0,10,2,50,0,1
32,4,11,4,35,0,0
37,5,0,4,50,0,1
38,4,9,2,50,0,1
44,2,11,0,25,0,0
19,4,11,4,40,0,0
22,0,15,4,40,0,0
24,4,9,4,40,1,0
58,4,11,2,50,0,1
56,4,9,6,40,1,0
37,4,0,0,40,1,0
43,4,15,0,40,0,0
32,4,11,2,40,0,0
34,4,9,4,40,1,0
44,4,6,0,50,1,0
28,4,11,4,40,0,0
35,4,11,0,35,1,0
38,4,11,2,40,0,0
26,4,15,4,40,1,0
20,4,1,4,60,0,0
24,4,11,2,60,0,1
40,4,11,0,45,0,0
23,4,11,4,40,0,0
79,2,1,2,7,0,0
44,4,0,0,42,1,0
51,4,12,2,50,1,1
30,4,11,2,40,0,0
52,4,7,2,48,0,1
41,4,9,2,40,0,1
33,4,4,2,40,0,0
50,4,9,0,45,0,1
51,4,8,2,40,0,1
41,4,11,4,40,0,0
35,4,9,2,30,1,1
34,4,15,2,40,0,1
28,4,9,4,45,0,0
31,5,8,0,40,0,0
22,4,11,4,40,0,0
67,0,11,6,15,1,0
65,4,11,2,40,0,1
39,6,11,2,50,0,1
23,4,15,4,40,0,0
29,6,7,2,50,0,0
57,6,0,0,60,0,1
47,4,15,6,35,1,0
51,2,11,2,60,0,0
34,4,11,2,40,0,0
52,4,11,2,60,0,1
29,4,11,2,40,0,1
29,4,11,2,40,0,0
25,2,15,2,40,0,0
21,4,15,4,40,1,0
38,4,9,3,40,1,0
55,6,11,2,50,0,1
61,5,9,5,30,1,0
34,4,7,4,60,1,1
41,4,9,2,40,0,0
27,2,8,4,43,0,0
78,6,9,4,20,0,1
40,4,11,2,40,0,1
26,6,5,2,75,0,0
43,4,11,2,60,0,0
55,0,11,6,20,1,0
25,4,8,2,40,0,0
26,6,15,4,48,1,0
43,5,11,2,68,0,1
25,4,15,4,40,0,0
22,4,15,4,30,1,0
52,6,11,2,55,0,1
61,4,11,2,5,1,0
42,4,9,4,40,0,0
21,4,8,4,40,1,0
44,4,11,2,40,0,0
65,4,11,2,40,0,0
56,0,11,0,10,0,0
33,1,7,0,40,0,0
22,4,0,4,40,1,0
43,4,11,0,24,1,0
45,5,11,0,42,0,0
42,4,11,0,42,1,0
37,4,11,3,40,0,0
56,4,6,0,40,0,0
35,0,0,0,16,1,0
40,4,7,0,32,1,0
31,4,9,2,55,0,0
26,4,9,2,40,0,0
26,7,9,4,40,0,0
42,5,9,2,70,0,0
45,6,11,2,40,0,0
47,2,15,2,50,0,1
22,4,15,2,40,0,0
33,4,9,4,40,0,0
37,4,11,4,50,0,0
48,6,11,2,98,0,0
57,6,0,2,8,0,0
47,4,15,0,60,1,0
58,2,6,2,40,0,0
55,4,1,6,40,1,0
52,4,15,2,55,0,0
29,4,9,4,40,0,0
42,4,12,4,40,1,0
23,4,11,0,60,0,0
23,4,2,4,30,1,0
46,6,8,2,60,0,0
30,4,15,4,40,0,0
43,6,9,2,70,1,1
25,4,15,4,30,1,0
32,4,11,2,80,0,1
56,4,6,2,40,0,0
33,4,11,2,43,0,0
19,7,15,4,10,0,0
20,4,15,4,18,1,0
34,4,15,2,40,0,0
34,4,6,0,40,1,0
55,6,11,2,40,0,0
55,4,6,2,23,1,0
31,4,15,4,45,0,0
30,4,11,0,40,1,0
31,4,11,0,40,0,0
51,4,11,5,40,0,0
59,4,11,2,40,0,0
58,4,11,0,36,1,0
40,4,6,2,40,0,0
54,4,11,2,40,0,0
25,2,9,2,40,0,1
18,5,1,4,30,0,0
41,4,15,2,40,0,0
57,4,0,6,40,1,0
37,4,11,2,40,0,1
46,4,11,4,24,1,0
39,4,11,4,38,1,0
19,4,11,4,40,1,0
41,4,7,2,40,0,0
54,4,11,4,41,0,0
39,4,12,2,40,0,1
41,4,11,2,40,0,1
26,4,14,4,30,1,0
57,5,11,2,50,0,0
33,2,15,2,40,0,1
56,4,15,2,40,0,1
60,4,11,2,40,0,0
22,4,11,4,70,0,0
58,4,2,2,40,0,0
48,1,12,3,50,1,1
45,2,12,2,55,0,1
18,4,11,4,40,1,0
56,4,11,6,40,1,0
48,5,11,2,60,0,1
40,4,9,4,48,1,0
38,4,11,0,32,0,0
58,4,15,0,40,1,0
23,4,15,4,50,0,0
63,4,15,2,40,0,0
51,4,9,0,45,0,0
22,0,4,2,40,1,0
44,4,11,2,70,0,0
46,1,15,0,40,0,0
64,7,9,2,40,0,0
32,4,9,2,40,0,1
31,4,15,2,40,0,0
36,4,8,2,50,0,1
21,4,11,4,50,1,0
30,4,15,2,40,0,0
31,4,8,4,40,1,0
54,4,11,2,50,0,0
59,2,6,2,40,0,0
28,2,12,2,20,1,1
57,4,11,0,40,1,0
44,4,11,2,45,0,0
53,5,15,0,60,0,0
58,6,15,2,60,0,1
19,4,15,4,20,1,0
39,5,7,2,50,0,1
31,5,15,2,70,1,0
27,4,11,2,40,0,0
46,2,6,5,40,1,0
37,6,12,4,40,0,0
27,4,9,4,40,1,0
33,4,15,4,55,0,0
20,4,15,4,16,0,0
55,4,11,0,45,0,0
39,4,7,4,40,1,0
41,4,11,4,40,1,0
30,4,9,4,40,1,0
39,5,9,3,40,0,0
28,4,11,5,50,1,0
25,4,15,4,24,0,0
31,4,11,2,50,0,0
51,4,11,2,60,0,0
24,4,9,4,40,0,0
70,4,11,0,32,1,0
23,4,15,4,40,0,0
61,4,11,6,40,1,0
45,6,5,2,55,0,1
47,4,11,2,60,0,0
56,4,15,0,50,1,0
79,4,10,2,35,0,1
20,4,15,4,15,1,0
30,4,11,4,40,0,0
27,4,9,2,25,0,0
40,4,9,2,40,0,1
60,0,11,2,5,0,0
58,4,11,2,40,0,1
71,6,14,2,2,0,0
50,4,14,2,60,0,1
29,2,15,4,40,0,0
33,4,0,5,35,1,0
60,7,11,2,40,0,1
33,4,7,4,50,0,0
43,4,9,2,35,1,1
33,4,0,4,40,0,0
33,4,11,2,52,1,0
32,7,11,2,45,0,0
21,4,15,4,9,1,0
38,4,11,2,40,1,0
38,4,15,2,35,1,1
39,7,15,5,30,1,0
17,4,1,4,15,1,0
21,4,15,2,40,0,0
42,4,15,2,20,0,1
42,4,11,2,40,1,1
36,4,1,0,40,1,0
32,4,15,0,50,1,1
37,6,9,2,40,0,1
28,4,9,4,40,0,0
37,4,8,2,40,0,0
50,4,11,5,60,1,0
49,4,1,2,40,0,0
40,4,12,2,40,0,1
40,4,15,2,40,0,0
49,4,15,2,40,0,0
35,1,12,4,40,0,1
33,2,11,0,40,0,0
24,4,11,4,40,0,0
41,4,12,4,40,1,0
43,4,15,2,40,0,1
36,6,11,2,60,0,1
84,6,9,2,20,0,0
23,4,11,4,40,0,0
41,4,9,2,50,0,1
55,5,11,2,45,0,1
30,6,15,4,45,0,0
46,4,7,2,40,0,0
55,4,15,2,40,0,1
34,4,15,4,40,0,0
54,6,12,0,60,0,0
27,4,15,4,40,0,0
52,2,12,2,40,1,1
36,4,15,2,40,1,1
25,6,11,4,40,0,0
52,4,9,2,55,0,1
24,4,11,0,50,1,0
36,4,11,4,40,1,0
31,4,11,2,40,0,0
66,0,15,2,20,0,0
90,6,9,2,50,0,0
67,4,12,2,60,0,1
22,5,5,2,40,0,0
47,4,15,0,35,1,0
32,4,9,2,55,0,1
55,6,5,2,50,0,0
32,4,11,4,35,1,0
48,4,15,5,40,1,0
21,4,11,2,35,0,0
33,4,7,3,40,1,0
27,4,15,4,48,1,0
47,4,8,4,40,1,0
18,4,1,4,24,1,0
44,5,11,2,60,0,1
23,4,15,4,37,0,0
18,4,0,4,35,1,0
56,4,11,2,50,0,0
24,4,9,4,35,0,0
43,4,9,2,40,0,1
23,4,9,4,60,1,0
26,4,15,4,42,0,0
42,4,11,6,40,0,0
23,4,11,4,40,1,0
53,6,0,2,40,0,0
51,4,11,2,55,0,1
40,4,11,4,25,0,0
27,4,9,4,50,0,0
24,2,15,5,60,0,0
42,4,11,0,40,1,0
41,4,11,5,40,1,0
23,4,15,4,10,0,0
42,6,12,2,65,0,0
38,4,11,2,40,0,1
63,6,5,2,30,0,0
31,4,11,2,40,0,0
18,6,1,4,4,1,0
21,4,15,4,30,0,0
24,4,9,2,40,1,0
55,4,15,2,40,0,0
20,4,6,4,20,1,0
31,4,15,0,30,1,0
23,4,15,4,20,1,0
35,4,11,2,40,0,0
51,6,15,2,60,0,0
19,4,15,4,30,1,0
38,2,11,0,56,0,0
52,2,11,2,40,0,0
70,6,14,2,25,0,0
53,4,0,0,40,0,0
59,4,10,2,40,0,1
39,4,15,2,43,0,0
18,4,2,4,20,1,0
41,0,11,4,30,1,0
19,0,15,4,10,0,0
24,4,15,0,40,1,0
25,4,11,4,38,1,0
32,4,15,4,40,0,0
34,6,11,2,60,0,1
35,4,11,4,40,1,0
50,4,11,2,45,0,1
18,4,11,4,20,0,0
37,4,11,4,42,0,0
30,4,15,4,36,1,0
40,5,12,2,30,1,1
22,4,11,4,40,1,0
50,2,15,5,28,1,0
70,4,11,0,23,1,0
43,4,12,2,40,0,1
77,6,15,4,40,0,0
30,6,11,2,40,0,0
33,4,15,2,39,0,0
51,4,15,2,50,0,1
58,7,12,2,50,0,1
22,4,15,4,12,0,0
33,4,11,2,40,0,0
27,4,1,2,40,0,0
35,4,15,4,60,0,0
32,4,15,0,55,1,0
41,4,9,2,25,1,1
37,4,15,2,40,0,0
17,4,1,4,15,0,0
50,4,9,0,55,0,1
31,0,11,2,40,0,0
54,7,11,5,38,1,0
23,7,11,4,40,0,0
40,4,9,0,20,1,0
29,4,9,2,40,0,0
38,4,11,3,35,0,0
30,4,8,2,55,0,0
20,4,15,4,8,0,0
43,6,15,2,50,0,0
25,4,15,4,25,0,0
39,4,12,2,50,0,1
48,4,7,2,50,0,1
41,6,11,0,40,1,0
24,4,9,4,30,0,0
20,4,15,4,40,0,0
25,4,15,4,40,1,0
57,4,15,2,40,0,1
39,4,15,2,35,1,1
66,4,9,2,40,0,1
34,4,15,0,40,1,0
36,4,9,0,40,0,1
46,4,11,2,40,1,0
42,2,12,0,45,1,0
46,4,11,2,70,0,1
34,2,11,4,40,0,0
43,4,15,2,40,1,0
42,4,15,0,40,1,0
31,4,9,4,48,0,0
70,0,15,2,30,0,0
32,4,15,2,40,0,0
46,1,11,2,40,0,1
42,5,5,0,25,0,0
21,4,8,4,40,0,0
24,4,9,4,40,1,0
23,4,11,4,55,0,0
50,2,12,2,40,0,1
37,4,15,0,45,1,0
19,0,1,4,30,1,0
44,1,7,2,40,0,1
29,4,11,2,40,0,0
30,4,8,2,24,1,0
36,4,15,2,44,0,0
49,6,9,4,45,0,0
29,4,11,0,40,0,0
45,2,11,4,40,1,0
75,7,10,2,20,0,1
42,4,11,4,40,1,0
37,4,7,0,40,1,0
51,4,9,2,25,0,0
61,2,11,2,48,0,0
33,4,7,4,55,1,0
50,2,11,2,40,0,0
59,4,11,4,40,0,0
25,4,11,4,30,1,0
22,4,11,4,16,0,0
56,4,15,2,40,0,1
44,4,9,4,40,1,0
35,4,8,2,50,0,0
57,4,11,4,40,0,0
47,6,11,2,50,0,1
27,4,9,4,40,1,0
50,6,11,2,20,0,0
30,4,9,4,40,0,0
46,4,1,2,40,0,0
48,5,14,2,60,0,1
61,4,9,0,40,0,1
33,4,11,4,87,0,0
40,4,11,2,40,0,0
58,5,15,2,65,0,1
46,5,12,2,50,0,1
35,4,15,2,40,0,1
51,5,15,0,50,1,0
37,4,2,4,40,1,0
64,4,12,2,60,0,0
41,4,11,4,54,0,0
18,4,1,4,30,0,0
44,6,1,2,88,0,0
41,7,9,2,48,1,1
33,7,15,5,40,0,1
37,4,6,5,16,1,0
34,4,15,4,40,1,0
24,1,9,4,40,1,0
20,4,15,4,40,0,0
38,4,9,2,40,0,0
28,4,8,4,40,1,0
20,6,11,4,45,0,0
22,1,9,4,8,0,0
55,4,9,0,73,1,0
20,4,15,4,35,0,0
26,4,9,4,40,1,0
20,5,11,4,70,0,0
40,4,6,0,40,1,0
33,4,11,2,50,0,1
54,0,15,0,50,0,0
24,4,11,4,40,1,0
25,4,15,4,46,0,0
18,4,1,4,8,0,0
49,6,11,2,60,0,0
17,4,2,4,17,0,0
34,6,8,2,45,0,0
37,4,9,2,45,0,1
49,1,15,2,40,0,1
74,4,11,6,40,1,1
37,4,11,0,40,0,0
20,4,1,2,40,0,0
40,4,11,2,35,1,1
34,4,9,4,40,0,1
30,4,14,2,40,0,0
44,4,11,5,40,1,0
40,4,0,2,32,1,0
58,4,11,2,40,1,0
44,4,11,2,40,0,0
42,4,15,2,25,0,1
39,4,11,4,18,0,0
19,4,11,4,40,0,0
41,4,12,2,70,0,1
29,7,12,4,40,0,0
34,1,15,4,40,0,0
38,0,15,2,15,0,0
27,4,13,2,24,0,0
54,4,15,0,48,1,0
40,4,11,6,37,1,0
19,4,15,4,25,1,0
17,4,1,4,10,0,0
33,4,15,2,52,0,0
80,4,5,6,24,1,0
24,6,11,4,50,0,0
28,4,9,4,40,0,0
55,4,11,2,30,1,1
21,4,15,4,40,0,0
51,4,11,0,38,1,0
19,4,11,4,40,1,0
42,4,11,4,24,1,0
60,6,11,2,48,0,0
20,0,15,4,40,1,0
51,4,11,0,40,1,0
21,4,15,4,40,1,0
37,7,15,2,40,0,0
26,4,11,4,52,0,0
42,1,12,4,60,1,1
40,4,15,2,40,0,0
55,4,12,2,40,0,1
33,4,11,4,32,0,0
62,4,11,2,60,0,1
47,4,0,0,30,1,0
26,4,2,4,51,0,0
59,4,11,3,20,1,0
70,2,15,6,17,1,0
26,4,15,4,20,1,0
47,4,0,2,65,0,0
25,4,12,4,43,1,0
52,5,14,2,60,0,1
46,4,11,2,40,0,0
67,4,0,2,20,0,0
34,4,12,2,50,0,1
53,7,15,0,40,1,0
22,4,9,4,35,1,0
39,2,11,0,42,0,0
54,6,11,2,35,0,0
24,4,9,2,40,0,0
37,4,11,5,38,1,0
38,4,0,4,90,0,1
41,2,12,4,40,1,0
36,4,11,2,33,0,0
43,4,8,2,40,0,1
39,4,9,0,40,0,0
26,4,9,4,45,0,0
49,2,12,4,40,1,0
37,6,9,2,55,0,1
43,4,15,2,50,0,1
54,1,11,2,40,0,1
53,5,4,2,40,0,1
57,2,12,2,60,0,0
28,4,9,2,40,0,1
29,4,9,2,40,0,0
21,4,11,4,40,0,0
51,4,11,2,40,0,0
46,7,11,2,40,0,0
50,5,14,2,75,0,1
50,6,11,6,48,1,0
36,4,11,0,40,1,0
31,2,9,2,40,0,0
20,4,11,4,10,1,0
36,4,11,2,40,0,0
38,4,11,0,40,0,0
37,4,9,2,45,0,1
39,4,12,2,40,0,1
18,4,0,4,36,0,0
33,4,11,0,50,0,0
35,4,11,4,40,1,0
23,4,15,4,40,0,0
37,4,9,5,36,1,0
25,4,11,2,30,0,0
51,1,7,2,40,0,0
35,4,11,2,40,0,0
54,4,1,2,40,0,0
66,0,11,2,30,0,0
32,4,11,4,13,1,0
37,6,9,4,55,0,1
29,4,9,2,40,0,1
45,4,9,2,37,0,0
61,5,15,2,40,0,0
40,4,15,0,40,1,0
24,4,11,4,49,1,0
49,4,5,2,38,0,0
51,6,12,0,50,0,1
34,4,11,2,40,0,0
28,0,11,5,40,1,0
20,4,15,4,40,0,0
30,4,15,0,37,1,0
49,5,12,0,80,0,1
26,4,15,4,40,0,0
63,4,0,2,45,0,0
36,4,7,4,55,0,0
63,6,9,2,40,0,1
22,4,11,4,10,1,0
40,4,11,2,40,0,1
31,4,5,6,35,1,0
49,4,15,2,50,0,0
35,4,12,4,55,0,1
23,7,9,4,20,1,0
25,4,8,4,40,0,1
34,0,11,2,40,0,0
28,4,9,2,45,0,1
44,6,15,0,35,0,0
33,4,11,5,40,0,0
21,4,15,4,45,0,0
55,4,1,2,40,0,0
17,0,1,4,8,1,0
75,6,11,0,15,0,0
61,4,6,4,40,1,0
53,4,11,0,40,1,0
26,2,7,2,45,0,1
48,4,15,6,50,0,1
28,7,12,2,50,0,1
30,0,9,4,50,1,0
29,4,11,2,45,0,0
25,4,15,0,40,1,0
37,4,11,2,40,0,0
43,2,9,0,55,1,0
40,2,11,2,40,0,0
34,4,0,2,45,0,1
55,4,10,2,30,0,1
31,2,7,4,20,0,0
21,0,15,4,40,1,0
32,6,11,2,40,0,0
26,7,14,4,50,0,0
26,4,9,2,50,0,1
44,4,15,2,40,0,0
49,4,11,2,52,0,1
21,0,11,4,30,1,0
26,4,11,4,30,1,0
40,6,11,2,60,0,0
19,6,1,4,40,1,0
58,4,11,2,40,0,0
61,4,8,2,40,0,1
28,6,15,2,63,0,0
26,4,9,4,40,0,0
64,4,11,4,25,1,0
42,5,9,2,60,0,1
41,4,15,2,40,0,1
45,4,11,4,40,0,0
39,4,9,2,50,0,1
41,2,11,2,40,0,0
51,4,1,5,40,1,0
34,4,8,0,40,1,0
33,4,12,2,45,0,1
23,4,15,5,40,0,1
35,6,15,2,60,0,0
41,4,1,0,25,1,0
39,4,12,4,50,1,0
41,4,15,2,55,0,0
33,5,15,2,40,0,0
22,4,11,4,40,0,0
25,4,15,4,45,1,0
25,4,15,0,40,1,0
77,6,5,3,20,0,1
33,0,8,4,40,1,0
66,4,11,6,40,1,0
19,4,15,4,35,0,0
44,4,11,4,38,1,0
45,5,12,0,42,1,1
28,4,15,4,50,0,0
19,4,11,4,40,0,0
43,4,11,2,40,0,1
39,4,9,2,40,0,1
33,4,9,2,50,0,0
44,4,11,3,40,1,0
62,4,5,6,40,1,0
40,4,15,2,50,0,1
41,4,11,4,6,0,0
23,2,15,4,30,0,0
48,4,11,2,40,0,1
38,4,12,2,45,0,0
37,4,12,2,50,0,1
45,4,12,2,55,0,1
29,4,11,2,40,0,0
66,2,11,6,25,1,0
19,4,11,4,50,1,0
23,4,6,4,39,0,0
34,4,9,2,40,0,1
39,4,12,4,45,1,0
33,6,11,4,60,0,0
43,4,15,5,10,1,0
27,4,11,2,99,0,0
33,7,15,5,35,0,0
26,4,4,2,30,0,0
56,5,12,0,60,0,1
46,4,11,2,36,0,0
38,4,7,0,40,1,0
90,4,1,2,40,0,0
72,5,15,2,25,0,1
20,4,11,4,15,1,0
29,4,11,2,48,0,0
49,4,1,2,75,0,0
23,4,11,4,35,1,0
20,4,15,3,18,1,0
57,4,9,2,40,0,0
46,4,7,0,40,1,0
33,4,9,2,40,0,1
24,4,9,4,55,0,0
49,4,8,2,45,0,0
54,4,11,2,65,0,0
46,1,10,4,50,1,1
31,6,8,2,50,0,0
